uid,trial,subAge,block_id,subSex,session,block,tid,response,rt,correct,target_color,target_sex,correctResponse
13,24,30,13,f,1,1,1284,8,1892,1,1,2,8
13,25,30,13,f,1,1,1285,8,1086,0,1,2,2
13,26,30,13,f,1,1,1286,7,1401,0,1,2,6
13,27,30,13,f,1,1,1287,6,525,1,1,2,6
13,28,30,13,f,1,1,1288,2,396,1,1,2,2
13,29,30,13,f,1,1,1289,9,163,1,1,2,9
13,30,30,13,f,1,1,1290,7,1898,0,1,2,1
13,31,30,13,f,1,1,1291,1,1024,0,1,2,9
13,32,30,13,f,1,1,1292,9,492,0,1,2,7
13,33,30,13,f,1,1,1293,6,437,0,1,2,8
13,34,30,13,f,1,1,1294,9,524,1,1,2,9
13,35,30,13,f,1,1,1295,7,212,1,1,2,7
13,36,30,13,f,1,1,1296,8,1453,0,1,2,3
13,37,30,13,f,1,1,1297,6,266,0,1,2,3
13,38,30,13,f,1,1,1298,3,1004,1,1,2,3
13,39,30,13,f,1,1,1299,6,596,1,1,2,6
13,40,30,13,f,1,1,1300,5,63,1,1,2,5
13,41,30,13,f,1,1,1301,2,299,1,1,2,2
13,42,30,13,f,1,1,1302,3,296,1,1,2,3
13,43,30,13,f,1,1,1303,5,87,1,1,2,5
13,44,30,13,f,1,1,1304,6,110,1,1,2,6
13,45,30,13,f,1,1,1305,9,426,0,1,2,3
13,46,30,13,f,1,1,1306,5,160,1,1,2,5
13,47,30,13,f,1,1,1307,6,553,1,1,2,6
13,48,30,13,f,1,1,1308,1,651,0,1,2,6
13,49,30,13,f,1,1,1309,2,215,1,1,2,2
13,50,30,13,f,1,1,1310,4,186,1,1,2,4
13,51,30,13,f,1,1,1311,9,312,0,1,2,8
13,52,30,13,f,1,1,1312,4,359,1,1,2,4
13,53,30,13,f,1,1,1313,3,133,1,1,2,3
13,54,30,33,f,1,2,1314,5,480,1,1,2,5
13,55,30,33,f,1,2,1315,9,1725,0,1,2,1
13,56,30,33,f,1,2,1316,8,245,1,1,2,8
13,57,30,33,f,1,2,1317,7,548,1,1,2,7
13,58,30,33,f,1,2,1318,4,945,1,1,2,4
13,59,30,33,f,1,2,1319,3,436,1,1,2,3
13,60,30,33,f,1,2,1320,3,251,1,1,2,3
13,61,30,33,f,1,2,1321,9,247,0,1,2,5
13,62,30,33,f,1,2,1322,1,414,0,1,2,6
13,63,30,33,f,1,2,1323,1,248,1,1,2,1
13,64,30,33,f,1,2,1324,6,156,0,1,2,8
13,65,30,33,f,1,2,1325,5,57,0,1,2,9
13,66,30,33,f,1,2,1326,8,507,0,1,2,6
13,67,30,33,f,1,2,1327,5,305,1,1,2,5
13,68,30,33,f,1,2,1328,8,83,1,1,2,8
13,69,30,33,f,1,2,1329,5,95,1,1,2,5
13,70,30,33,f,1,2,1330,5,208,1,1,2,5
13,71,30,33,f,1,2,1331,4,188,1,1,2,4
13,72,30,33,f,1,2,1332,4,125,1,1,2,4
13,73,30,33,f,1,2,1333,1,858,0,1,2,7
13,74,30,33,f,1,2,1334,1,132,1,1,2,1
13,75,30,33,f,1,2,1335,9,234,1,1,2,9
13,76,30,33,f,1,2,1336,2,227,1,1,2,2
13,77,30,33,f,1,2,1337,9,293,1,1,2,9
13,78,30,33,f,1,2,1338,2,62,1,1,2,2
13,79,30,33,f,1,2,1339,6,238,1,1,2,6
13,80,30,33,f,1,2,1340,7,329,0,1,2,9
13,81,30,33,f,1,2,1341,3,164,0,1,2,8
13,82,30,33,f,1,2,1342,9,590,0,1,2,1
13,83,30,33,f,1,2,1343,5,233,1,1,2,5
13,84,30,33,f,1,2,1344,9,457,1,1,2,9
13,85,30,33,f,1,2,1345,5,163,1,1,2,5
13,86,30,33,f,1,2,1346,9,367,1,1,2,9
13,87,30,33,f,1,2,1347,2,420,1,1,2,2
13,88,30,33,f,1,2,1348,8,475,1,1,2,8
13,89,30,33,f,1,2,1349,7,1377,0,1,2,5
13,90,30,33,f,1,2,1350,9,517,0,1,2,2
13,91,30,33,f,1,2,1351,2,442,1,1,2,2
13,92,30,33,f,1,2,1352,2,204,1,1,2,2
13,93,30,33,f,1,2,1353,2,6,1,1,2,2
13,94,30,33,f,1,2,1354,4,2606,1,1,2,4
13,95,30,33,f,1,2,1355,2,360,1,1,2,2
13,96,30,33,f,1,2,1356,9,10,1,1,2,9
13,97,30,33,f,1,2,1357,5,819,0,1,2,4
13,98,30,33,f,1,2,1358,7,1196,0,1,2,3
13,99,30,33,f,1,2,1359,4,213,1,1,2,4
13,100,30,33,f,1,2,1360,4,785,1,1,2,4
13,101,30,33,f,1,2,1361,5,904,1,1,2,5
13,102,30,33,f,1,2,1362,8,39,1,1,2,8
13,103,30,33,f,1,2,1363,1,240,1,1,2,1
13,104,30,33,f,1,2,1364,5,228,1,1,2,5
13,105,30,33,f,1,2,1365,9,1108,0,1,2,8
14,1,36,14,f,1,1,1366,8,1104,1,2,2,8
14,2,36,14,f,1,1,1367,3,1510,0,2,2,1
14,3,36,14,f,1,1,1368,4,762,1,2,2,4
14,4,36,14,f,1,1,1369,3,762,1,2,2,3
14,5,36,14,f,1,1,1370,9,488,1,2,2,9
14,6,36,14,f,1,1,1371,4,2272,0,2,2,7
14,7,36,14,f,1,1,1372,4,573,1,2,2,4
14,8,36,14,f,1,1,1373,4,653,1,2,2,4
14,9,36,14,f,1,1,1374,4,447,1,2,2,4
14,10,36,14,f,1,1,1375,9,2934,0,2,2,3
14,11,36,14,f,1,1,1376,3,1843,0,2,2,1
14,12,36,14,f,1,1,1377,5,747,1,2,2,5
14,13,36,14,f,1,1,1378,6,670,1,2,2,6
14,14,36,14,f,1,1,1379,6,517,0,2,2,9
14,15,36,14,f,1,1,1380,8,995,0,2,2,2
14,16,36,14,f,1,1,1381,7,496,1,2,2,7
14,17,36,14,f,1,1,1382,7,892,0,2,2,1
14,18,36,14,f,1,1,1383,2,1334,0,2,2,4
14,19,36,14,f,1,1,1384,3,569,1,2,2,3
14,20,36,14,f,1,1,1385,6,485,1,2,2,6
14,21,36,14,f,1,1,1386,4,892,0,2,2,1
14,22,36,14,f,1,1,1387,8,596,1,2,2,8
14,23,36,14,f,1,1,1388,3,416,1,2,2,3
14,24,36,14,f,1,1,1389,3,539,0,2,2,6
14,25,36,14,f,1,1,1390,5,728,1,2,2,5
14,26,36,14,f,1,1,1391,7,524,1,2,2,7
14,27,36,14,f,1,1,1392,9,623,0,2,2,8
14,28,36,14,f,1,1,1393,3,2392,0,2,2,7
14,29,36,14,f,1,1,1394,6,857,0,2,2,2
14,30,36,14,f,1,1,1395,3,1367,0,2,2,4
14,31,36,14,f,1,1,1396,8,1675,1,2,2,8
14,32,36,14,f,1,1,1397,3,1843,0,2,2,4
14,33,36,14,f,1,1,1398,4,808,1,2,2,4
14,34,36,14,f,1,1,1399,9,1768,0,2,2,2
14,35,36,14,f,1,1,1400,5,1329,0,2,2,1
14,36,36,14,f,1,1,1401,2,1794,1,2,2,2
14,37,36,14,f,1,1,1402,9,467,1,2,2,9
14,38,36,14,f,1,1,1403,9,1154,0,2,2,6
14,39,36,14,f,1,1,1404,2,1474,0,2,2,3
14,40,36,14,f,1,1,1405,4,1747,0,2,2,7
14,41,36,14,f,1,1,1406,4,566,1,2,2,4
14,42,36,14,f,1,1,1407,9,572,0,2,2,6
14,43,36,14,f,1,1,1408,9,712,1,2,2,9
14,44,36,14,f,1,1,1409,2,635,0,2,2,6
14,45,36,14,f,1,1,1410,3,333,1,2,2,3
14,46,36,14,f,1,1,1411,7,527,0,2,2,1
14,47,36,14,f,1,1,1412,2,616,0,2,2,9
14,48,36,14,f,1,1,1413,3,572,1,2,2,3
14,49,36,14,f,1,1,1414,7,648,0,2,2,3
14,50,36,14,f,1,1,1415,9,615,0,2,2,7
14,51,36,14,f,1,1,1416,9,1356,0,2,2,3
14,52,36,14,f,1,1,1417,9,989,0,2,2,1
14,53,36,14,f,1,1,1418,9,2364,0,2,2,8
14,54,36,34,f,1,2,1419,3,199,1,2,2,3
14,55,36,34,f,1,2,1420,3,1148,0,2,2,9
14,56,36,34,f,1,2,1421,3,234,1,2,2,3
14,57,36,34,f,1,2,1422,9,302,1,2,2,9
14,58,36,34,f,1,2,1423,9,445,0,2,2,5
14,59,36,34,f,1,2,1424,8,119,1,2,2,8
14,60,36,34,f,1,2,1425,4,156,1,2,2,4
14,61,36,34,f,1,2,1426,4,173,0,2,2,8
14,62,36,34,f,1,2,1427,3,368,0,2,2,6
14,63,36,34,f,1,2,1428,2,475,0,2,2,5
14,64,36,34,f,1,2,1429,6,321,1,2,2,6
14,65,36,34,f,1,2,1430,6,163,1,2,2,6
14,66,36,34,f,1,2,1431,8,389,1,2,2,8
14,67,36,34,f,1,2,1432,1,354,1,2,2,1
14,68,36,34,f,1,2,1433,8,555,1,2,2,8
14,69,36,34,f,1,2,1434,4,154,0,2,2,6
14,70,36,34,f,1,2,1435,7,384,0,2,2,3
14,71,36,34,f,1,2,1436,9,188,1,2,2,9
14,72,36,34,f,1,2,1437,3,405,0,2,2,1
14,73,36,34,f,1,2,1438,2,390,0,2,2,8
14,74,36,34,f,1,2,1439,2,825,0,2,2,4
14,75,36,34,f,1,2,1440,3,267,1,2,2,3
14,76,36,34,f,1,2,1441,5,778,0,2,2,1
14,77,36,34,f,1,2,1442,2,225,1,2,2,2
14,78,36,34,f,1,2,1443,5,667,0,2,2,6
14,79,36,34,f,1,2,1444,3,414,1,2,2,3
14,80,36,34,f,1,2,1445,4,204,1,2,2,4
14,81,36,34,f,1,2,1446,3,185,1,2,2,3
14,82,36,34,f,1,2,1447,9,612,1,2,2,9
14,83,36,34,f,1,2,1448,2,341,0,2,2,6
14,84,36,34,f,1,2,1449,6,685,0,2,2,8
14,85,36,34,f,1,2,1450,2,541,0,2,2,8
14,86,36,34,f,1,2,1451,9,587,0,2,2,4
14,87,36,34,f,1,2,1452,3,440,1,2,2,3
14,88,36,34,f,1,2,1453,4,504,1,2,2,4
14,89,36,34,f,1,2,1454,3,516,0,2,2,7
14,90,36,34,f,1,2,1455,4,1427,0,2,2,6
14,91,36,34,f,1,2,1456,5,1237,0,2,2,6
14,92,36,34,f,1,2,1457,5,404,1,2,2,5
14,93,36,34,f,1,2,1458,4,229,1,2,2,4
14,94,36,34,f,1,2,1459,7,929,0,2,2,6
14,95,36,34,f,1,2,1460,5,1552,0,2,2,2
14,96,36,34,f,1,2,1461,2,104,1,2,2,2
14,97,36,34,f,1,2,1462,8,1675,0,2,2,7
14,98,36,34,f,1,2,1463,5,853,0,2,2,9
14,99,36,34,f,1,2,1464,4,564,1,2,2,4
14,100,36,34,f,1,2,1465,9,1263,0,2,2,6
14,101,36,34,f,1,2,1466,3,1416,1,2,2,3
14,102,36,34,f,1,2,1467,7,815,0,2,2,4
14,103,36,34,f,1,2,1468,4,124,1,2,2,4
14,104,36,34,f,1,2,1469,3,135,1,2,2,3
14,105,36,34,f,1,2,1470,1,641,1,2,2,1
15,1,30,15,f,1,1,1471,8,890,1,1,1,8
15,2,30,15,f,1,1,1472,1,289,1,1,1,1
15,3,30,15,f,1,1,1473,9,47,1,1,1,9
15,4,30,15,f,1,1,1474,9,86,1,1,1,9
15,5,30,15,f,1,1,1475,7,1461,0,1,1,1
15,6,30,15,f,1,1,1476,2,1337,0,1,1,7
15,7,30,15,f,1,1,1477,4,1578,1,1,1,4
15,8,30,15,f,1,1,1478,2,1179,0,1,1,4
15,9,30,15,f,1,1,1479,2,1189,1,1,1,2
15,10,30,15,f,1,1,1480,2,2078,0,1,1,9
15,11,30,15,f,1,1,1481,6,826,1,1,1,6
15,12,30,15,f,1,1,1482,5,643,1,1,1,5
15,13,30,15,f,1,1,1483,9,1371,0,1,1,6
15,14,30,15,f,1,1,1484,6,448,1,1,1,6
15,15,30,15,f,1,1,1485,1,1396,0,1,1,2
15,16,30,15,f,1,1,1486,3,994,0,1,1,2
15,17,30,15,f,1,1,1487,9,718,0,1,1,7
15,18,30,15,f,1,1,1488,7,585,0,1,1,4
15,19,30,15,f,1,1,1489,5,830,0,1,1,8
15,20,30,15,f,1,1,1490,5,614,0,1,1,6
15,21,30,15,f,1,1,1491,9,379,1,1,1,9
15,22,30,15,f,1,1,1492,5,380,1,1,1,5
15,23,30,15,f,1,1,1493,4,837,0,1,1,2
15,24,30,15,f,1,1,1494,3,421,1,1,1,3
15,25,30,15,f,1,1,1495,9,763,1,1,1,9
15,26,30,15,f,1,1,1496,6,396,1,1,1,6
15,27,30,15,f,1,1,1497,2,1315,0,1,1,1
15,28,30,15,f,1,1,1498,9,1733,0,1,1,2
15,29,30,15,f,1,1,1499,2,644,0,1,1,6
15,30,30,15,f,1,1,1500,2,387,0,1,1,4
15,31,30,15,f,1,1,1501,7,1234,0,1,1,5
15,32,30,15,f,1,1,1502,8,939,0,1,1,7
15,33,30,15,f,1,1,1503,1,1295,0,1,1,2
15,34,30,15,f,1,1,1504,5,2641,0,1,1,2
15,35,30,15,f,1,1,1505,9,994,0,1,1,2
15,36,30,15,f,1,1,1506,4,423,1,1,1,4
15,37,30,15,f,1,1,1507,1,698,0,1,1,7
15,38,30,15,f,1,1,1508,7,301,1,1,1,7
15,39,30,15,f,1,1,1509,2,642,0,1,1,5
15,40,30,15,f,1,1,1510,9,769,0,1,1,1
15,41,30,15,f,1,1,1511,5,810,1,1,1,5
15,42,30,15,f,1,1,1512,6,543,1,1,1,6
15,43,30,15,f,1,1,1513,8,476,1,1,1,8
15,44,30,15,f,1,1,1514,6,458,1,1,1,6
15,45,30,15,f,1,1,1515,8,994,1,1,1,8
15,46,30,15,f,1,1,1516,1,1351,1,1,1,1
15,47,30,15,f,1,1,1517,9,1564,0,1,1,3
15,48,30,15,f,1,1,1518,1,2056,0,1,1,6
15,49,30,15,f,1,1,1519,7,1487,1,1,1,7
15,50,30,15,f,1,1,1520,6,237,1,1,1,6
15,51,30,15,f,1,1,1521,1,635,0,1,1,2
15,52,30,15,f,1,1,1522,7,906,0,1,1,4
15,53,30,15,f,1,1,1523,5,615,0,1,1,1
15,54,30,35,f,1,2,1524,1,615,0,1,1,4
15,55,30,35,f,1,2,1525,8,799,0,1,1,2
15,56,30,35,f,1,2,1526,8,1652,1,1,1,8
15,57,30,35,f,1,2,1527,4,448,1,1,1,4
15,58,30,35,f,1,2,1528,9,698,0,1,1,8
15,59,30,35,f,1,2,1529,4,707,0,1,1,1
15,60,30,35,f,1,2,1530,9,483,1,1,1,9
15,61,30,35,f,1,2,1531,1,491,1,1,1,1
15,62,30,35,f,1,2,1532,7,468,1,1,1,7
15,63,30,35,f,1,2,1533,1,502,1,1,1,1
15,64,30,35,f,1,2,1534,1,469,1,1,1,1
15,65,30,35,f,1,2,1535,9,384,0,1,1,2
15,66,30,35,f,1,2,1536,9,402,0,1,1,8
15,67,30,35,f,1,2,1537,6,445,1,1,1,6
15,68,30,35,f,1,2,1538,8,249,1,1,1,8
15,69,30,35,f,1,2,1539,2,699,0,1,1,9
15,70,30,35,f,1,2,1540,5,777,1,1,1,5
15,71,30,35,f,1,2,1541,9,497,0,1,1,3
15,72,30,35,f,1,2,1542,2,676,0,1,1,4
15,73,30,35,f,1,2,1543,7,1021,0,1,1,5
15,74,30,35,f,1,2,1544,7,564,1,1,1,7
15,75,30,35,f,1,2,1545,6,867,0,1,1,3
15,76,30,35,f,1,2,1546,6,703,0,1,1,3
15,77,30,35,f,1,2,1547,7,266,1,1,1,7
15,78,30,35,f,1,2,1548,1,392,1,1,1,1
15,79,30,35,f,1,2,1549,9,772,1,1,1,9
15,80,30,35,f,1,2,1550,5,1093,0,1,1,4
15,81,30,35,f,1,2,1551,6,419,1,1,1,6
15,82,30,35,f,1,2,1552,2,469,0,1,1,7
15,83,30,35,f,1,2,1553,8,436,1,1,1,8
15,84,30,35,f,1,2,1554,1,464,0,1,1,8
15,85,30,35,f,1,2,1555,7,758,0,1,1,3
15,86,30,35,f,1,2,1556,9,1097,0,1,1,4
15,87,30,35,f,1,2,1557,8,497,1,1,1,8
15,88,30,35,f,1,2,1558,1,340,1,1,1,1
15,89,30,35,f,1,2,1559,7,623,0,1,1,6
15,90,30,35,f,1,2,1560,5,1272,0,1,1,4
15,91,30,35,f,1,2,1561,9,388,1,1,1,9
15,92,30,35,f,1,2,1562,5,884,0,1,1,9
15,93,30,35,f,1,2,1563,3,662,1,1,1,3
15,94,30,35,f,1,2,1564,6,1066,1,1,1,6
15,95,30,35,f,1,2,1565,8,378,1,1,1,8
15,96,30,35,f,1,2,1566,6,707,1,1,1,6
15,97,30,35,f,1,2,1567,6,663,1,1,1,6
15,98,30,35,f,1,2,1568,7,232,1,1,1,7
15,99,30,35,f,1,2,1569,4,696,1,1,1,4
15,100,30,35,f,1,2,1570,4,559,0,1,1,6
15,101,30,35,f,1,2,1571,3,285,1,1,1,3
15,102,30,35,f,1,2,1572,6,586,0,1,1,4
15,103,30,35,f,1,2,1573,9,645,0,1,1,4
15,104,30,35,f,1,2,1574,7,688,0,1,1,9
15,105,30,35,f,1,2,1575,7,1420,0,1,1,6
16,1,33,16,f,1,1,1576,8,254,1,2,1,8
16,2,33,16,f,1,1,1577,1,1068,1,2,1,1
16,3,33,16,f,1,1,1578,9,836,1,2,1,9
16,4,33,16,f,1,1,1579,9,1024,1,2,1,9
16,5,33,16,f,1,1,1580,1,3902,1,2,1,1
16,6,33,16,f,1,1,1581,2,6922,0,2,1,4
16,7,33,16,f,1,1,1582,7,2915,1,2,1,7
16,8,33,16,f,1,1,1583,7,3941,0,2,1,6
16,9,33,16,f,1,1,1584,2,2765,1,2,1,2
16,10,33,16,f,1,1,1585,9,1120,1,2,1,9
16,11,33,16,f,1,1,1586,1,1441,1,2,1,1
16,12,33,16,f,1,1,1587,5,2374,0,2,1,1
16,13,33,16,f,1,1,1588,1,3362,0,2,1,6
16,14,33,16,f,1,1,1589,7,2652,0,2,1,6
16,15,33,16,f,1,1,1590,8,1093,1,2,1,8
16,16,33,16,f,1,1,1591,2,1201,1,2,1,2
16,17,33,16,f,1,1,1592,7,1812,1,2,1,7
16,18,33,16,f,1,1,1593,4,1309,1,2,1,4
16,19,33,16,f,1,1,1594,8,2471,0,2,1,3
16,20,33,16,f,1,1,1595,6,826,1,2,1,6
16,21,33,16,f,1,1,1596,1,787,1,2,1,1
16,22,33,16,f,1,1,1597,4,1223,0,2,1,9
16,23,33,16,f,1,1,1598,3,2323,1,2,1,3
16,24,33,16,f,1,1,1599,6,2706,1,2,1,6
16,25,33,16,f,1,1,1600,6,835,1,2,1,6
16,26,33,16,f,1,1,1601,6,655,1,2,1,6
16,27,33,16,f,1,1,1602,8,1974,0,2,1,3
16,28,33,16,f,1,1,1603,3,1083,1,2,1,3
16,29,33,16,f,1,1,1604,1,1186,0,2,1,8
16,30,33,16,f,1,1,1605,2,1089,0,2,1,1
16,31,33,16,f,1,1,1606,5,723,1,2,1,5
16,32,33,16,f,1,1,1607,9,982,1,2,1,9
16,33,33,16,f,1,1,1608,7,657,1,2,1,7
16,34,33,16,f,1,1,1609,2,895,0,2,1,6
16,35,33,16,f,1,1,1610,1,699,1,2,1,1
16,36,33,16,f,1,1,1611,5,820,1,2,1,5
16,37,33,16,f,1,1,1612,3,934,1,2,1,3
16,38,33,16,f,1,1,1613,1,1452,1,2,1,1
16,39,33,16,f,1,1,1614,2,869,0,2,1,6
16,40,33,16,f,1,1,1615,4,602,1,2,1,4
16,41,33,16,f,1,1,1616,4,608,1,2,1,4
16,42,33,16,f,1,1,1617,1,1860,0,2,1,2
16,43,33,16,f,1,1,1618,9,708,1,2,1,9
16,44,33,16,f,1,1,1619,6,680,1,2,1,6
16,45,33,16,f,1,1,1620,1,2549,0,2,1,9
16,46,33,16,f,1,1,1621,9,730,0,2,1,5
16,47,33,16,f,1,1,1622,9,1060,1,2,1,9
16,48,33,16,f,1,1,1623,9,2086,0,2,1,1
16,49,33,16,f,1,1,1624,6,947,1,2,1,6
16,50,33,16,f,1,1,1625,7,574,1,2,1,7
16,51,33,16,f,1,1,1626,2,710,0,2,1,3
16,52,33,16,f,1,1,1627,9,1938,1,2,1,9
16,53,33,16,f,1,1,1628,1,795,1,2,1,1
16,54,33,36,f,1,2,1629,8,939,1,2,1,8
16,55,33,36,f,1,2,1630,4,573,1,2,1,4
16,56,33,36,f,1,2,1631,8,619,1,2,1,8
16,57,33,36,f,1,2,1632,1,1082,0,2,1,7
16,58,33,36,f,1,2,1633,9,972,0,2,1,7
16,59,33,36,f,1,2,1634,1,922,0,2,1,3
16,60,33,36,f,1,2,1635,7,378,1,2,1,7
16,61,33,36,f,1,2,1636,1,673,1,2,1,1
16,62,33,36,f,1,2,1637,1,1066,1,2,1,1
16,63,33,36,f,1,2,1638,2,557,1,2,1,2
16,64,33,36,f,1,2,1639,3,901,1,2,1,3
16,65,33,36,f,1,2,1640,5,1196,0,2,1,9
16,66,33,36,f,1,2,1641,6,775,1,2,1,6
16,67,33,36,f,1,2,1642,3,660,1,2,1,3
16,68,33,36,f,1,2,1643,3,323,1,2,1,3
16,69,33,36,f,1,2,1644,9,1507,0,2,1,7
16,70,33,36,f,1,2,1645,5,639,1,2,1,5
16,71,33,36,f,1,2,1646,4,650,1,2,1,4
16,72,33,36,f,1,2,1647,4,588,1,2,1,4
16,73,33,36,f,1,2,1648,7,477,1,2,1,7
16,74,33,36,f,1,2,1649,4,388,1,2,1,4
16,75,33,36,f,1,2,1650,1,701,0,2,1,9
16,76,33,36,f,1,2,1651,2,654,0,2,1,6
16,77,33,36,f,1,2,1652,1,973,1,2,1,1
16,78,33,36,f,1,2,1653,4,786,1,2,1,4
16,79,33,36,f,1,2,1654,9,876,1,2,1,9
16,80,33,36,f,1,2,1655,3,1048,1,2,1,3
16,81,33,36,f,1,2,1656,9,736,1,2,1,9
16,82,33,36,f,1,2,1657,1,1173,1,2,1,1
16,83,33,36,f,1,2,1658,3,652,1,2,1,3
16,84,33,36,f,1,2,1659,1,733,0,2,1,6
16,85,33,36,f,1,2,1660,4,519,1,2,1,4
16,86,33,36,f,1,2,1661,9,801,0,2,1,6
16,87,33,36,f,1,2,1662,2,469,1,2,1,2
16,88,33,36,f,1,2,1663,8,716,1,2,1,8
16,89,33,36,f,1,2,1664,5,606,1,2,1,5
16,90,33,36,f,1,2,1665,5,654,1,2,1,5
16,91,33,36,f,1,2,1666,9,905,1,2,1,9
16,92,33,36,f,1,2,1667,4,566,1,2,1,4
16,93,33,36,f,1,2,1668,6,936,1,2,1,6
16,94,33,36,f,1,2,1669,2,565,1,2,1,2
16,95,33,36,f,1,2,1670,6,587,1,2,1,6
16,96,33,36,f,1,2,1671,3,448,1,2,1,3
16,97,33,36,f,1,2,1672,9,581,1,2,1,9
16,98,33,36,f,1,2,1673,9,607,1,2,1,9
16,99,33,36,f,1,2,1674,4,602,1,2,1,4
16,100,33,36,f,1,2,1675,3,394,1,2,1,3
16,101,33,36,f,1,2,1676,7,808,0,2,1,1
16,102,33,36,f,1,2,1677,8,1969,0,2,1,7
16,103,33,36,f,1,2,1678,8,1549,0,2,1,3
16,104,33,36,f,1,2,1679,2,541,1,2,1,2
16,105,33,36,f,1,2,1680,6,1356,1,2,1,6
17,1,30,17,f,1,1,1681,8,6087,1,1,2,8
17,2,30,17,f,1,1,1682,1,855,1,1,2,1
17,3,30,17,f,1,1,1683,9,711,1,1,2,9
17,4,30,17,f,1,1,1684,9,899,1,1,2,9
17,5,30,17,f,1,1,1685,1,436,1,1,2,1
17,6,30,17,f,1,1,1686,4,651,1,1,2,4
17,7,30,17,f,1,1,1687,3,582,1,1,2,3
17,8,30,17,f,1,1,1688,5,825,1,1,2,5
17,9,30,17,f,1,1,1689,7,1460,0,1,2,4
17,10,30,17,f,1,1,1690,1,303,1,1,2,1
17,11,30,17,f,1,1,1691,6,1537,0,1,2,7
