subNum,trialNo,easySide,targPresent,targSide,RT,accuracy,block_no
7,129,L,0,,4914,1,1
7,130,L,1,left,1850,1,1
7,131,L,0,,4645,1,1
7,132,L,1,right,4948,1,1
7,133,L,1,right,1815,1,1
7,134,R,0,,4020,1,1
7,135,L,1,left,1693,1,1
7,136,R,0,,3739,1,1
7,137,L,0,,5405,1,1
7,138,L,1,right,2064,1,1
7,139,R,0,,5791,1,1
7,140,L,0,,4234,1,1
7,141,L,1,left,1605,1,1
7,142,R,0,,2905,1,1
7,143,R,0,,2648,1,1
7,144,L,0,,2940,1,1
7,145,R,0,,2293,1,1
7,146,R,1,right,1695,1,1
7,147,L,1,right,2864,1,1
7,148,R,1,right,1584,1,1
7,149,R,0,,3804,1,1
7,150,L,1,right,1745,1,1
7,151,R,0,,3574,1,1
7,152,R,1,left,2729,0,1
7,153,R,0,,4975,1,1
7,154,L,1,right,4404,1,1
7,155,R,0,,4017,1,1
7,156,R,0,,3965,1,1
7,157,R,0,,6155,1,1
7,158,R,1,right,1821,1,1
7,159,R,0,,3765,1,1
8,1,R,1,left,8237,1,1
8,2,R,1,right,2617,0,1
8,3,R,1,right,2914,1,1
8,4,R,1,right,1847,1,1
8,5,R,1,right,1985,1,1
8,6,R,0,,8304,1,1
8,7,L,1,right,6476,1,1
8,8,R,1,right,1973,1,1
8,9,R,0,,7075,1,1
8,10,R,0,,8349,1,1
8,11,R,1,right,2154,1,1
8,12,L,1,right,3626,1,1
8,13,R,1,left,10165,0,1
8,14,R,0,,10185,1,1
8,15,L,1,right,10193,0,1
8,16,L,1,left,2295,1,1
8,17,R,0,,11915,1,1
8,18,L,1,left,2254,1,1
8,19,R,0,,9925,1,1
8,20,R,0,,7881,1,1
8,21,L,0,,7627,1,1
8,22,R,1,right,2284,1,1
8,23,R,0,,9416,1,1
8,24,R,1,right,1884,1,1
8,25,R,0,,10825,1,1
8,26,L,1,right,4646,1,1
8,27,R,1,right,1864,1,1
8,28,R,1,right,1674,1,1
8,29,R,1,left,5015,1,1
8,30,R,0,,8626,1,1
8,31,R,0,,8216,1,1
8,32,R,0,,9376,1,1
8,33,L,0,,8356,1,1
8,34,R,0,,8065,1,1
8,35,L,1,left,2914,1,1
8,36,R,1,left,9636,0,1
8,37,L,1,right,6545,1,1
8,38,L,0,,8945,1,1
8,39,R,1,left,8586,0,1
8,40,L,1,right,10985,0,1
8,41,R,0,,9826,1,1
8,42,R,1,left,4954,1,1
8,43,L,0,,9645,1,1
8,44,R,0,,9995,1,1
8,45,L,0,,9632,1,1
8,46,R,1,right,2211,1,1
8,47,R,0,,8647,1,1
8,48,L,0,,6875,1,1
8,49,L,0,,7704,1,1
8,50,R,0,,7377,1,1
8,51,L,0,,9029,1,1
8,52,R,1,left,4904,1,1
8,53,R,1,left,7025,1,1
8,54,L,0,,8475,1,1
8,55,L,0,,7184,1,1
8,56,L,1,right,7705,0,1
8,57,R,0,,9476,1,1
8,58,L,0,,8733,1,1
8,59,L,1,left,2074,1,1
8,60,R,0,,8375,1,1
8,61,L,0,,9514,1,1
8,62,L,1,left,1744,1,1
8,63,R,0,,9192,1,1
8,64,R,0,,9085,1,1
8,65,R,0,,10375,1,1
8,66,R,1,left,11716,1,1
8,67,L,1,right,9436,0,1
8,68,R,0,,10556,1,1
8,69,L,0,,8914,1,1
8,70,L,1,left,2105,1,1
8,71,L,0,,10026,1,1
8,72,R,0,,9895,1,1
8,73,R,0,,8625,1,1
8,74,R,0,,8880,1,1
8,75,L,0,,11133,1,1
8,76,L,1,right,3625,1,1
8,77,R,0,,8425,1,1
8,78,R,0,,8415,1,1
8,79,L,0,,7183,1,1
8,80,R,0,,9816,1,1
8,81,L,1,right,6149,1,1
8,82,L,1,left,2241,1,1
8,83,R,1,left,5275,1,1
8,84,L,1,right,1834,1,1
8,85,R,1,left,8065,0,1
8,86,L,1,left,1911,1,1
8,87,L,0,,9695,1,1
8,88,R,1,left,8075,0,1
8,89,L,0,,9185,1,1
8,90,R,0,,6548,1,1
8,91,L,0,,7790,1,1
8,92,L,1,right,2293,1,1
8,93,R,0,,8065,1,1
8,94,L,1,right,3103,1,1
8,95,R,0,,7595,1,1
8,96,R,1,right,1754,1,1
8,97,L,1,left,1774,1,1
8,98,R,1,left,4645,1,1
8,99,R,1,right,1596,1,1
8,100,R,1,left,5835,1,1
8,101,L,1,right,8235,0,1
8,102,R,1,right,2613,1,1
8,103,L,1,left,1704,1,1
8,104,L,1,right,8776,0,1
8,105,L,1,left,1874,1,1
8,106,L,1,left,1634,1,1
8,107,L,0,,7574,1,1
8,108,L,0,,6004,1,1
8,109,R,1,right,2003,1,1
8,110,L,0,,6691,1,1
8,111,R,0,,7795,1,1
8,112,R,1,left,5825,1,1
8,113,L,0,,8665,1,1
8,114,L,1,right,2223,1,1
8,115,R,1,left,6685,1,1
8,116,L,1,left,1639,1,1
8,117,R,1,right,1804,1,1
8,118,L,0,,7134,1,1
8,119,L,1,right,2804,1,1
8,120,L,1,left,1713,1,1
8,121,R,0,,6685,1,1
8,122,R,0,,6764,1,1
8,123,L,0,,5585,1,1
8,124,L,0,,7384,1,1
8,125,R,0,,6707,1,1
8,126,L,0,,7365,1,1
8,127,R,0,,7393,1,1
8,128,L,1,left,1813,1,1
8,129,R,0,,7854,1,1
8,130,L,0,,7934,1,1
8,131,L,1,right,7025,0,1
8,132,L,1,right,3024,1,1
8,133,L,1,left,1704,1,1
8,134,R,1,left,4184,1,1
8,135,R,0,,7785,1,1
8,136,L,0,,6835,1,1
8,137,L,0,,6774,1,1
8,138,L,1,left,1747,1,1
8,139,L,0,,8985,1,1
8,140,R,1,left,7374,0,1
8,141,L,0,,7985,1,1
8,142,R,1,left,7555,0,1
8,143,L,0,,7364,1,1
8,144,R,1,right,1845,1,1
8,145,R,1,left,7195,0,1
8,146,R,0,,7395,1,1
8,147,L,0,,7715,1,1
8,148,L,0,,8265,1,1
8,149,L,1,left,1745,1,1
8,150,L,1,left,1654,1,1
8,151,R,1,right,1683,1,1
8,152,R,0,,7434,1,1
8,153,L,0,,8414,1,1
8,154,L,1,left,1781,1,1
8,155,L,1,right,4484,1,1
8,156,R,0,,8155,1,1
8,157,L,0,,7835,1,1
8,158,R,0,,7498,1,1
8,159,R,1,right,2003,1,1
8,160,L,1,right,7555,0,1
9,1,L,0,,6816,1,1
9,2,L,0,,6305,1,1
9,3,R,0,,7873,1,1
9,4,L,0,,6764,1,1
9,5,R,1,left,6014,1,1
9,6,R,1,left,2515,1,1
9,7,R,1,left,9955,1,1
9,8,L,0,,10796,1,1
9,9,L,0,,9555,1,1
9,10,L,1,left,2379,1,1
9,11,L,0,,10713,1,1
9,12,L,1,right,7543,1,1
9,13,R,1,right,2144,1,1
9,14,R,0,,17686,1,1
9,15,R,1,right,3235,1,1
9,16,L,0,,12375,1,1
9,17,R,1,right,2067,1,1
9,18,L,1,left,1973,1,1
9,19,L,0,,12056,1,1
9,20,L,1,right,7074,1,1
9,21,R,1,left,11635,0,1
9,22,L,1,left,1945,1,1
9,23,L,0,,12302,1,1
9,24,R,0,,7954,1,1
9,25,L,0,,8762,1,1
9,26,L,0,,9786,1,1
9,27,R,1,left,4164,1,1
9,28,L,0,,12055,1,1
9,29,R,0,,8684,1,1
9,30,R,0,,13666,1,1
9,31,R,1,right,1855,1,1
9,32,L,0,,7717,1,1
9,33,R,1,left,9695,1,1
9,34,L,1,left,2095,1,1
9,35,L,0,,10874,1,1
9,36,R,0,,11437,1,1
9,37,R,1,right,1878,1,1
9,38,R,1,left,3644,1,1
9,39,L,0,,9348,1,1
9,40,L,0,,9574,1,1
9,41,R,1,right,1773,1,1
9,42,L,0,,10775,1,1
9,43,R,0,,9215,1,1
9,44,R,0,,10780,1,1
9,45,R,1,left,5577,1,1
9,46,R,0,,8414,1,1
9,47,L,1,right,8396,1,1
9,48,R,0,,10965,1,1
9,49,R,1,right,1894,1,1
9,50,R,1,left,4145,1,1
9,51,R,1,left,3484,1,1
9,52,L,0,,6825,1,1
9,53,L,1,right,7386,0,1
9,54,R,1,right,1825,1,1
9,55,L,0,,6217,1,1
9,56,R,0,,7192,1,1
9,57,L,1,left,1873,1,1
9,58,L,1,right,7884,0,1
9,59,R,1,right,3175,1,1
9,60,L,0,,11345,1,1
9,61,R,0,,6378,1,1
9,62,L,1,right,4524,1,1
9,63,L,1,left,1864,1,1
9,64,R,0,,6289,1,1
9,65,R,0,,6765,1,1
9,66,R,0,,6557,1,1
9,67,R,1,right,8164,0,1
9,68,R,1,left,6185,1,1
9,69,R,0,,10405,1,1
9,70,L,1,right,10094,0,1
9,71,R,1,right,2209,1,1
9,72,R,1,right,1958,1,1
9,73,L,0,,9695,1,1
9,74,L,0,,6557,1,1
9,75,L,1,left,2115,1,1
9,76,R,0,,5218,1,1
9,77,R,0,,4942,1,1
9,78,R,0,,7661,1,1
9,79,R,1,right,1664,1,1
9,80,R,0,,6545,1,1
9,81,R,0,,5194,1,1
9,82,L,1,left,2094,1,1
9,83,R,0,,6255,1,1
9,84,R,1,right,1646,1,1
9,85,L,1,left,2244,1,1
9,86,R,0,,8875,1,1
9,87,L,0,,6907,1,1
9,88,L,1,right,7094,1,1
9,89,R,1,left,7534,1,1
9,90,L,1,left,1774,1,1
9,91,L,1,left,1580,1,1
9,92,R,0,,6027,1,1
9,93,R,0,,10145,1,1
9,94,L,1,left,1674,1,1
9,95,R,1,right,1664,1,1
9,96,L,0,,8705,1,1
9,97,R,1,left,7654,0,1
9,98,R,0,,7245,1,1
9,99,L,0,,5395,1,1
9,100,R,1,left,5093,1,1
9,101,L,1,right,7576,0,1
9,102,R,1,left,8024,0,1
9,103,R,0,,10303,1,1
9,104,R,0,,7824,1,1
9,105,L,1,left,1863,0,1
9,106,R,0,,7757,1,1
9,107,L,0,,8135,1,1
9,108,R,1,left,7873,1,1
9,109,L,0,,10765,1,1
9,110,L,1,right,6196,1,1
9,111,R,1,left,2134,1,1
9,112,L,1,right,3694,1,1
9,113,R,0,,6754,1,1
9,114,R,0,,6424,1,1
9,115,L,1,left,1784,1,1
9,116,R,0,,5707,1,1
9,117,L,1,right,5723,0,1
9,118,L,1,right,5574,1,1
9,119,L,1,right,6151,1,1
9,120,L,0,,10691,1,1
9,121,R,0,,9975,1,1
9,122,R,0,,12631,1,1
9,123,R,0,,6776,1,1
9,124,R,0,,8145,1,1
9,125,L,1,left,1824,1,1
9,126,R,1,left,2173,1,1
9,127,L,1,left,1775,1,1
9,128,L,1,right,8756,0,1
9,129,R,0,,8255,1,1
9,130,R,0,,6705,1,1
9,131,R,1,left,4665,1,1
9,132,L,1,right,3194,1,1
9,133,R,1,left,8845,0,1
9,134,L,0,,7703,1,1
9,135,L,1,right,3204,1,1
9,136,R,0,,4835,1,1
9,137,R,1,right,1714,1,1
9,138,R,1,right,1624,1,1
9,139,L,1,right,3235,1,1
9,140,R,0,,6215,1,1
9,141,L,0,,5746,1,1
9,142,L,0,,8014,1,1
9,143,L,0,,6154,1,1
9,144,L,1,right,3264,1,1
9,145,L,1,right,2762,1,1
9,146,L,0,,5922,1,1
9,147,R,0,,6144,1,1
9,148,L,0,,4365,1,1
9,149,R,1,right,1663,1,1
9,150,L,1,left,1779,1,1
9,151,L,1,left,1684,1,1
9,152,L,0,,4525,1,1
9,153,L,1,right,2953,1,1
9,154,L,0,,4184,1,1
9,155,R,0,,4524,1,1
9,156,L,0,,5233,1,1
9,157,R,0,,5125,1,1
9,158,L,1,left,1735,1,1
10,1,L,0,,7744,1,1
10,2,L,1,left,2183,1,1
10,3,R,0,,6555,1,1
10,4,R,0,,7794,1,1
10,5,L,0,,7365,1,1
10,6,L,0,,6355,1,1
10,7,L,1,left,2265,1,1
10,8,L,1,left,1815,1,1
10,9,L,1,right,6054,0,1
10,10,R,0,,8954,1,1
10,11,L,0,,7805,1,1
10,12,L,1,left,2131,1,1
10,13,R,1,right,1814,1,1
10,14,L,1,right,6085,1,1
10,15,R,1,left,5825,1,1
10,16,R,0,,8314,1,1
10,17,R,0,,8515,1,1
10,18,R,0,,9572,1,1
10,19,R,0,,8048,1,1
10,20,L,1,left,1895,1,1
10,21,R,0,,9565,1,1
10,22,L,0,,6245,1,1
10,23,L,0,,8155,1,1
10,24,R,1,right,1885,1,1
10,25,R,1,right,1846,1,1
10,26,L,1,left,1795,1,1
10,27,R,1,left,6925,1,1
10,28,R,0,,9403,1,1
10,29,L,1,left,2214,1,1
10,30,L,0,,9005,1,1
10,31,R,1,left,8866,1,1
10,32,L,1,left,1925,1,1
10,33,R,1,left,9496,0,1
10,34,R,1,left,9236,0,1
10,35,L,0,,11726,1,1
10,36,L,1,right,13016,0,1
10,37,L,1,left,1818,1,1
10,38,L,0,,14585,1,1
10,39,R,0,,12976,1,1
10,40,R,1,right,1944,1,1
10,41,L,0,,12065,1,1
10,42,R,0,,13597,1,1
10,43,L,1,left,1794,1,1
10,44,R,0,,13293,1,1
10,45,R,0,,10955,1,1
10,46,L,0,,13736,1,1
10,47,R,0,,13575,1,1
10,48,R,1,left,17257,0,1
10,49,R,1,left,4635,1,1
10,50,L,0,,18503,1,1
10,51,R,0,,17558,1,1
10,52,R,0,,15447,1,1
10,53,L,1,left,2084,1,1
10,54,R,1,right,1705,1,1
10,55,R,1,left,17306,0,1
10,56,L,1,right,18736,0,1
10,57,L,0,,19566,1,1
10,58,L,1,right,15346,1,1
10,59,L,1,left,1676,1,1
10,60,R,0,,22708,1,1
10,61,L,0,,19137,1,1
10,62,R,0,,20138,1,1
10,63,R,0,,21256,1,1
10,64,L,1,left,1784,1,1
10,65,R,1,left,4684,1,1
10,66,R,1,left,2803,1,1
10,67,L,1,right,13546,1,1
10,68,R,1,right,2015,1,1
10,69,R,0,,19078,1,1
10,70,L,0,,17116,1,1
10,71,R,1,left,16894,1,1
10,72,L,0,,17656,1,1
10,73,R,0,,20557,1,1
10,74,R,1,right,1805,1,1
10,75,L,1,right,11283,1,1
10,76,R,0,,18497,1,1
10,77,L,1,left,1825,1,1
10,78,L,1,right,13819,1,1
10,79,L,0,,14226,1,1
10,80,L,0,,11585,1,1
10,81,L,0,,13675,1,1
10,82,L,1,left,1755,1,1
10,83,L,1,left,1914,1,1
10,84,L,1,right,6264,1,1
10,85,R,1,left,3675,1,1
10,86,L,1,left,1785,1,1
10,87,R,1,right,1639,1,1
10,88,R,0,,13930,1,1
10,89,R,0,,10276,1,1
10,90,R,1,right,1895,1,1
10,91,L,1,right,14587,0,1
10,92,R,0,,13363,1,1
10,93,L,0,,10326,1,1
10,94,R,1,right,1774,1,1
10,95,R,1,left,13856,0,1
10,96,L,1,right,3444,1,1
10,97,L,0,,18838,1,1
10,98,R,0,,16086,1,1
10,99,R,0,,16276,1,1
10,100,R,1,left,15564,0,1
10,101,R,0,,18496,1,1
10,102,L,0,,19166,1,1
10,103,R,1,right,1755,1,1
10,104,L,1,right,11790,1,1
10,105,R,0,,19907,1,1
10,106,L,1,right,15670,1,1
10,107,R,1,right,1785,1,1
10,108,L,0,,17452,1,1
10,109,R,1,right,1815,1,1
10,110,R,1,right,1794,1,1
10,111,R,0,,20717,1,1
10,112,R,0,,18118,1,1
10,113,R,0,,11986,1,1
10,114,L,0,,10835,1,1
10,115,L,1,left,1726,1,1
10,116,R,1,right,2465,1,1
10,117,L,0,,10786,1,1
10,118,R,1,right,1624,1,1
10,119,R,1,left,9585,1,1
10,120,L,1,right,11446,0,1
10,121,L,0,,10655,1,1
10,122,R,0,,7484,1,1
10,123,R,1,left,6029,1,1
10,124,R,1,right,1664,1,1
10,125,R,1,right,1646,1,1
10,126,L,0,,7095,1,1
10,127,L,1,right,2728,1,1
10,128,L,0,,9326,1,1
10,129,L,0,,7745,1,1
10,130,L,1,right,6663,1,1
10,131,L,1,right,5176,1,1
10,132,L,0,,8016,1,1
10,133,L,1,left,1764,1,1
10,134,R,1,right,1863,1,1
10,135,R,1,left,3425,1,1
10,136,L,1,right,7174,0,1
10,137,L,0,,8216,1,1
10,138,L,0,,8865,1,1
10,139,L,1,right,7865,0,1
10,140,R,0,,9565,1,1
10,141,R,0,,10865,1,1
10,142,R,0,,9354,1,1
10,143,R,0,,9335,1,1
10,144,L,0,,9516,1,1
10,145,L,0,,9709,1,1
10,146,L,0,,7814,1,1
10,147,R,1,left,5339,1,1
10,148,L,1,right,3541,1,1
10,149,R,0,,7425,1,1
10,150,R,1,left,6779,0,1
10,151,R,0,,8173,1,1
10,152,L,1,left,1865,1,1
10,153,R,0,,8004,1,1
10,154,L,0,,8764,1,1
10,155,R,1,left,2495,1,1
10,156,R,0,,6053,1,1
10,157,R,0,,7496,1,1
10,158,R,0,,6585,1,1
10,159,L,0,,7735,1,1
11,1,R,1,right,1949,1,1
11,2,L,0,,2025,1,1
11,3,R,0,,2624,1,1
11,4,R,1,right,1614,1,1
11,5,R,1,right,1623,1,1
11,6,R,0,,2115,1,1
11,7,L,0,,1754,1,1
11,8,R,0,,1754,1,1
11,9,R,1,left,2043,1,1
11,10,R,0,,1782,1,1
11,11,L,1,right,1744,1,1
11,12,L,1,right,1683,0,1
11,13,R,0,,1994,1,1
11,14,R,0,,1930,1,1
11,15,R,0,,2215,1,1
11,16,R,0,,1674,1,1
11,17,L,1,left,1766,1,1
11,18,R,1,left,2503,1,1
11,19,L,0,,2194,1,1
11,20,L,1,right,1944,1,1
11,21,R,1,right,1864,1,1
11,22,R,0,,2194,1,1
11,23,R,0,,2324,1,1
11,24,R,0,,1744,1,1
11,25,L,1,right,2024,1,1
11,26,L,1,left,1815,1,1
11,27,R,0,,1874,1,1
11,28,R,0,,1700,1,1
11,29,R,1,right,1624,1,1
11,30,L,0,,1734,1,1
11,31,L,1,right,1699,0,1
11,32,L,1,left,1634,1,1
11,33,R,0,,2062,1,1
11,34,L,1,left,1684,1,1
11,35,R,0,,2034,1,1
11,36,L,1,right,2439,0,1
11,37,L,0,,2024,1,1
11,38,L,1,left,1636,1,1
11,39,R,1,left,2224,0,1
11,40,L,0,,2383,1,1
11,41,R,0,,2523,1,1
11,42,L,1,left,1525,1,1
11,43,R,1,right,1591,1,1
11,44,L,0,,2093,1,1
11,45,L,0,,1965,1,1
11,46,L,1,left,1604,1,1
11,47,R,0,,2176,1,1
11,48,R,1,left,1753,0,1
11,49,R,1,right,1494,1,1
11,50,R,1,left,1933,1,1
11,51,R,1,right,1593,1,1
11,52,L,0,,1834,1,1
11,53,R,0,,1684,1,1
11,54,R,1,right,1704,1,1
11,55,L,1,right,1834,0,1
11,56,R,1,right,1623,1,1
11,57,R,0,,2108,1,1
11,58,R,1,left,1834,0,1
11,59,L,0,,2394,1,1
11,60,L,0,,1823,1,1
11,61,R,1,right,1604,1,1
11,62,R,0,,2103,1,1
11,63,L,1,right,1754,0,1
11,64,L,0,,1905,1,1
11,65,R,0,,1778,1,1
11,66,L,1,right,1925,1,1
11,67,L,0,,1914,1,1
11,68,L,1,right,2093,1,1
11,69,L,0,,1824,1,1
11,70,R,1,left,1955,0,1
11,71,R,1,left,1915,1,1
11,72,L,0,,1824,1,1
11,73,R,0,,1915,1,1
11,74,R,0,,1844,1,1
11,75,R,0,,1744,1,1
11,76,L,1,left,1555,1,1
11,77,R,1,left,1744,1,1
11,78,R,1,left,1844,0,1
11,79,R,1,right,1654,1,1
11,80,L,1,left,1573,1,1
11,81,R,1,left,1983,1,1
11,82,L,1,right,1774,1,1
11,83,L,0,,1984,1,1
11,84,R,0,,2283,1,1
11,85,L,1,right,1833,1,1
11,86,L,0,,1982,1,1
11,87,R,1,right,1654,1,1
11,88,R,1,right,1694,1,1
11,89,L,1,right,2044,1,1
11,90,R,0,,2135,1,1
11,91,R,0,,2054,1,1
11,92,R,1,right,1554,1,1
11,93,R,1,right,2084,1,1
11,94,R,0,,2163,1,1
11,95,R,0,,1714,1,1
11,96,L,1,left,1634,1,1
11,97,L,0,,1743,1,1
11,98,L,1,right,1944,1,1
11,99,L,0,,2094,1,1
11,100,L,0,,1874,1,1
11,101,R,1,right,1634,1,1
11,102,L,0,,2055,1,1
11,103,R,0,,1804,1,1
11,104,R,0,,1654,1,1
11,105,L,1,right,1944,1,1
11,106,L,0,,1933,1,1
11,107,L,0,,2154,1,1
11,108,R,0,,1883,1,1
11,109,R,1,left,1813,1,1
11,110,L,1,left,1744,1,1
11,111,L,0,,1795,1,1
11,112,R,1,left,1984,1,1
11,113,L,1,left,1723,1,1
11,114,L,0,,2104,1,1
11,115,R,0,,2515,1,1
11,116,L,1,left,1638,1,1
11,117,L,1,right,1923,1,1
11,118,R,0,,1825,1,1
11,119,L,1,left,1575,1,1
11,120,L,0,,2004,1,1
11,121,R,0,,1963,1,1
11,122,L,0,,1764,1,1
11,123,R,0,,1764,1,1
11,124,R,1,left,1725,0,1
11,125,L,1,right,1813,0,1
11,126,L,1,left,1644,1,1
11,127,R,0,,1738,1,1
11,128,L,0,,2065,1,1
11,129,L,1,right,1814,0,1
11,130,R,0,,2044,1,1
11,131,L,0,,1741,1,1
11,132,R,1,right,1542,1,1
11,133,R,0,,2215,1,1
11,134,R,0,,1814,1,1
11,135,R,0,,1584,1,1
11,136,R,1,left,1732,1,1
11,137,L,1,right,1874,1,1
11,138,L,0,,1884,1,1
11,139,R,1,left,2033,0,1
11,140,L,0,,2184,1,1
11,141,L,1,left,1763,1,1
11,142,R,1,left,1764,1,1
11,143,L,1,left,1544,1,1
11,144,L,1,left,1574,1,1
11,145,L,0,,1653,1,1
11,146,L,0,,1908,1,1
11,147,R,1,left,1934,1,1
11,148,L,0,,1784,1,1
11,149,L,1,left,1585,1,1
11,150,L,0,,2005,1,1
11,151,R,1,right,1879,1,1
11,152,L,0,,1795,1,1
11,153,R,0,,2354,1,1
11,154,L,1,left,1553,1,1
11,155,R,1,left,1855,0,1
11,156,L,0,,2489,1,1
11,157,R,0,,1724,1,1
11,158,R,1,left,1789,0,1
11,159,L,1,right,1824,1,1
11,160,L,1,right,1875,1,1
12,1,R,0,,10347,1,1
12,2,R,0,,9654,1,1
12,3,R,0,,10005,1,1
12,4,L,1,left,2374,1,1
12,5,R,1,right,2152,1,1
12,6,R,1,right,2063,1,1
12,7,R,1,left,12324,0,1
12,8,L,1,left,2122,1,1
12,9,L,0,,16566,1,1
12,10,L,0,,11614,1,1
12,11,R,1,right,2094,1,1
12,12,L,1,right,13515,1,1
12,13,L,1,right,6134,1,1
12,14,R,1,right,2332,1,1
12,15,L,0,,10915,1,1
12,16,R,0,,12665,1,1
12,17,L,0,,13445,1,1
12,18,L,1,right,8124,1,1
12,19,L,0,,11495,1,1
12,20,L,0,,11696,1,1
12,21,R,1,right,1854,1,1
12,22,R,1,left,13044,0,1
12,23,R,1,right,1865,1,1
12,24,R,0,,14166,1,1
12,25,L,1,left,1990,1,1
12,26,L,1,left,1827,1,1
12,27,R,0,,14973,1,1
12,28,R,0,,13230,1,1
12,29,R,1,left,11904,0,1
12,30,L,1,left,1936,1,1
12,31,R,1,left,6913,1,1
12,32,L,0,,14685,1,1
12,33,L,1,left,1787,1,1
12,34,L,1,left,1793,1,1
12,35,L,1,left,1943,1,1
12,36,L,0,,19626,1,1
12,37,R,0,,16736,1,1
12,38,L,0,,13485,1,1
12,39,L,1,left,1905,1,1
12,40,L,0,,17204,1,1
12,41,R,1,right,1755,1,1
12,42,R,1,left,8114,1,1
12,43,R,0,,13435,1,1
12,44,R,0,,14775,1,1
12,45,L,1,right,10004,1,1
12,46,L,0,,10795,1,1
12,47,R,0,,18786,1,1
12,48,R,0,,16196,1,1
12,49,L,1,left,2364,1,1
12,50,L,1,right,13695,1,1
12,51,R,0,,16777,1,1
12,52,R,0,,14476,1,1
12,53,L,1,left,1934,1,1
12,54,L,1,left,1654,1,1
12,55,L,0,,14006,1,1
12,56,L,1,left,1653,1,1
12,57,L,0,,12855,1,1
12,58,L,0,,14395,1,1
12,59,R,1,left,12684,0,1
12,60,L,1,right,10175,1,1
12,61,R,1,right,1913,1,1
12,62,R,0,,18239,1,1
12,63,L,0,,13725,1,1
12,64,R,0,,15906,1,1
12,65,R,1,left,13045,1,1
12,66,R,0,,15606,1,1
12,67,R,1,left,19366,0,1
12,68,R,0,,23507,1,1
12,69,R,1,left,5484,1,1
12,70,L,1,left,1723,1,1
12,71,L,1,left,2350,1,1
12,72,L,0,,14795,1,1
12,73,L,0,,15445,1,1
12,74,L,0,,16475,1,1
12,75,L,1,right,14177,1,1
