subNum,trialNo,easySide,targPresent,targSide,RT,accuracy,block_no
12,76,L,0,,18637,1,1
12,77,R,0,,20236,1,1
12,78,L,1,right,13856,1,1
12,79,R,1,right,1975,1,1
12,80,R,0,,13557,1,1
12,81,R,0,,20296,1,1
12,82,R,0,,11215,1,1
12,83,R,0,,17333,1,1
12,84,R,1,left,18386,0,1
12,85,L,0,,16236,1,1
12,86,L,1,left,1694,1,1
12,87,R,0,,16345,1,1
12,88,R,1,left,14046,0,1
12,89,L,1,right,15646,1,1
12,90,R,0,,18736,1,1
12,91,R,0,,24268,1,1
12,92,L,1,right,19316,0,1
12,93,L,1,left,1816,1,1
12,94,R,1,left,4153,1,1
12,95,L,0,,14296,1,1
12,96,L,0,,14472,1,1
12,97,L,0,,10245,1,1
12,98,L,0,,19207,1,1
12,99,L,1,right,4244,1,1
12,100,R,0,,13185,1,1
12,101,L,1,right,13895,1,1
12,102,L,1,right,6624,1,1
12,103,R,1,right,1843,1,1
12,104,R,0,,17445,1,1
12,105,R,0,,22587,1,1
12,106,R,1,left,16235,1,1
12,107,R,0,,20025,1,1
12,108,R,1,left,12886,0,1
12,109,L,0,,16706,1,1
12,110,L,1,right,3184,1,1
12,111,R,1,left,4094,1,1
12,112,R,1,left,10356,1,1
12,113,L,0,,14949,1,1
12,114,R,0,,10159,1,1
12,115,R,0,,16316,1,1
12,116,R,1,right,1923,1,1
12,117,L,1,right,2301,1,1
12,118,R,0,,14835,1,1
12,119,R,0,,11506,1,1
12,120,L,1,left,1783,1,1
12,121,L,0,,15204,1,1
12,122,L,1,right,17746,0,1
12,123,R,0,,14436,1,1
12,124,R,0,,14265,1,1
12,125,L,0,,13702,1,1
12,126,R,0,,11515,1,1
12,127,R,1,right,2034,1,1
12,128,R,0,,14425,1,1
12,129,R,1,right,2104,1,1
12,130,L,0,,11896,1,1
12,131,R,0,,13107,1,1
12,132,L,1,left,1669,1,1
12,133,L,0,,13646,1,1
12,134,R,1,right,1718,1,1
12,135,L,0,,14335,1,1
12,136,L,1,right,11936,1,1
12,137,R,0,,13345,1,1
12,138,R,0,,11125,1,1
12,139,L,1,left,1964,1,1
12,140,L,1,right,13995,1,1
12,141,R,0,,13696,1,1
12,142,L,1,right,3563,1,1
12,143,R,1,right,1722,1,1
12,144,L,1,right,3264,1,1
12,145,L,0,,10714,1,1
12,146,L,1,right,5488,1,1
12,147,R,1,right,2714,1,1
12,148,R,1,left,15076,0,1
12,149,R,1,right,1693,1,1
12,150,R,1,right,1744,1,1
12,151,L,0,,11619,1,1
12,152,R,1,left,6696,1,1
12,153,L,0,,8771,1,1
12,154,R,1,left,11623,1,1
12,155,L,0,,13919,1,1
12,156,R,1,left,11025,0,1
12,157,L,0,,21576,1,1
12,158,R,0,,11886,1,1
12,159,R,1,right,1714,1,1
12,160,L,0,,12218,1,1
13,1,L,0,,6654,0,1
13,2,R,0,,5525,1,1
13,3,L,0,,5265,0,1
13,4,R,1,right,2607,1,1
13,5,R,0,,4974,1,1
13,6,L,0,,2600,0,1
13,7,R,1,left,2926,1,1
13,8,R,1,right,1604,1,1
13,9,L,0,,4284,1,1
13,10,L,1,left,1545,1,1
13,11,R,1,left,1901,1,1
13,12,R,1,right,1504,1,1
13,13,L,1,left,1572,1,1
13,14,L,0,,4264,1,1
13,15,L,1,right,2285,1,1
13,16,R,0,,4870,1,1
13,17,R,0,,2885,1,1
13,18,L,1,right,1924,1,1
13,19,L,0,,3365,1,1
13,20,R,1,right,1533,1,1
13,21,R,0,,2994,1,1
13,22,R,0,,3485,1,1
13,23,R,1,right,1604,1,1
13,24,L,1,left,1533,1,1
13,25,R,0,,3631,1,1
13,26,L,1,left,1494,1,1
13,27,R,0,,3435,1,1
13,28,L,1,left,1535,1,1
13,29,R,0,,2715,1,1
13,30,L,0,,2804,1,1
13,31,R,1,right,1674,1,1
13,32,L,1,left,1545,1,1
13,33,L,1,right,2584,1,1
13,34,L,1,right,1734,1,1
13,35,L,1,right,2364,1,1
13,36,L,0,,2925,1,1
13,37,R,1,left,1796,1,1
13,38,R,0,,3117,1,1
13,39,L,1,right,2043,1,1
13,40,L,0,,2603,1,1
13,41,R,1,left,1554,1,1
13,42,L,0,,2805,1,1
13,43,L,0,,2724,1,1
13,44,R,0,,3365,1,1
13,45,L,0,,3390,1,1
13,46,L,0,,2765,1,1
13,47,L,1,left,1485,1,1
13,48,R,1,right,1485,0,1
13,49,R,1,left,2074,1,1
13,50,L,0,,2794,1,1
13,51,L,1,left,1514,1,1
13,52,R,0,,2666,1,1
13,53,L,1,right,1916,1,1
13,54,R,1,right,1474,1,1
13,55,R,0,,2534,1,1
13,56,R,1,right,1494,1,1
13,57,R,0,,2841,1,1
13,58,L,1,left,1639,1,1
13,59,R,0,,2529,1,1
13,60,L,0,,2733,1,1
13,61,R,1,left,1853,1,1
13,62,L,1,right,3364,0,1
13,63,R,0,,3884,1,1
13,64,L,0,,2805,1,1
13,65,R,1,right,1518,1,1
13,66,R,0,,2804,1,1
13,67,L,1,right,2543,1,1
13,68,L,1,right,1704,1,1
13,69,L,0,,2765,1,1
13,70,R,1,left,2804,0,1
13,71,R,1,left,3544,1,1
13,72,L,1,right,1875,1,1
13,73,R,1,left,2394,1,1
13,74,R,0,,3255,1,1
13,75,R,0,,3088,1,1
13,76,R,1,left,3334,0,1
13,77,R,0,,4165,1,1
13,78,R,0,,4579,1,1
13,79,L,0,,3595,1,1
13,80,R,0,,3166,1,1
13,81,R,1,left,1975,1,1
13,82,L,0,,2025,0,1
13,83,R,1,left,1673,1,1
13,84,R,1,left,2009,1,1
13,85,R,0,,3475,1,1
13,86,L,0,,3050,1,1
13,87,R,1,left,3084,0,1
13,88,L,1,left,1554,1,1
13,89,R,1,right,1604,1,1
13,90,R,1,right,1512,1,1
13,91,R,0,,2975,1,1
13,92,L,0,,2895,1,1
13,93,L,0,,2994,1,1
13,94,L,0,,2634,1,1
13,95,L,1,left,1605,1,1
13,96,L,1,right,1897,1,1
13,97,R,1,left,2014,1,1
13,98,L,0,,2485,1,1
13,99,R,0,,2394,1,1
13,100,R,0,,2455,1,1
13,101,L,1,left,1472,1,1
13,102,L,0,,3075,1,1
13,103,L,0,,2474,1,1
13,104,R,1,right,1594,1,1
13,105,L,1,right,2106,1,1
13,106,L,1,right,1964,1,1
13,107,R,0,,3434,1,1
13,108,L,1,right,2685,1,1
13,109,R,0,,4627,1,1
13,110,L,1,left,1764,1,1
13,111,R,1,left,3354,1,1
13,112,L,1,right,1695,1,1
13,113,L,0,,3314,1,1
13,114,L,1,right,1634,1,1
13,115,L,1,right,2675,1,1
13,116,R,0,,3355,1,1
13,117,R,0,,2625,1,1
13,118,R,0,,3304,1,1
13,119,R,0,,3453,1,1
13,120,L,1,left,1565,1,1
13,121,L,1,left,1495,1,1
13,122,L,1,left,1504,1,1
13,123,R,1,left,1534,1,1
13,124,L,0,,3784,1,1
13,125,L,0,,2665,1,1
13,126,R,1,right,1566,1,1
13,127,L,1,right,2804,1,1
13,128,R,0,,2715,1,1
13,129,L,0,,3125,1,1
13,130,L,0,,2520,1,1
13,131,L,1,left,1523,1,1
13,132,R,0,,5095,1,1
13,133,L,1,right,1744,1,1
13,134,L,1,left,1466,1,1
13,135,R,1,left,1634,1,1
13,136,R,1,right,1493,1,1
13,137,L,0,,3005,1,1
13,138,R,1,left,2084,1,1
13,139,R,0,,2635,0,1
13,140,R,0,,3094,1,1
13,141,L,0,,2924,1,1
13,142,R,1,left,2004,1,1
13,143,R,1,right,1594,1,1
13,144,L,1,left,1564,1,1
13,145,R,0,,3517,1,1
13,146,R,1,right,1454,1,1
13,147,R,1,right,1514,1,1
13,148,L,0,,4025,1,1
13,149,L,1,left,1725,1,1
13,150,R,1,right,1555,1,1
13,151,R,0,,3394,1,1
13,152,R,0,,2875,1,1
13,153,R,0,,2583,1,1
13,154,L,0,,3133,1,1
13,155,R,0,,2885,1,1
13,156,R,0,,2541,1,1
13,157,L,0,,3396,1,1
13,158,L,0,,3905,1,1
13,159,R,0,,3314,1,1
13,160,L,1,right,2820,0,1
14,1,R,0,,7290,1,1
14,2,R,0,,6997,1,1
14,3,L,1,right,6657,0,1
14,4,L,0,,7212,1,1
14,5,L,1,right,6787,0,1
14,6,R,1,left,2896,1,1
14,7,R,1,right,2656,1,1
14,8,R,1,left,2656,1,1
14,9,R,0,,7274,1,1
14,10,L,1,right,6718,0,1
14,11,L,0,,7737,1,1
14,12,L,1,left,2387,1,1
14,13,L,1,right,7827,0,1
14,14,L,0,,13008,0,1
14,15,R,0,,10338,1,1
14,16,R,1,left,4835,1,1
14,17,L,1,left,1866,1,1
14,18,L,1,left,2611,1,1
14,19,R,0,,8757,1,1
14,20,L,0,,10037,1,1
14,21,R,1,left,7537,0,1
14,22,L,0,,9096,1,1
14,23,L,1,left,2627,1,1
14,24,R,1,right,2037,1,1
14,25,L,0,,10806,1,1
14,26,R,0,,7717,1,1
14,27,R,1,left,3897,1,1
14,28,R,1,left,6478,0,1
14,29,L,0,,6858,1,1
14,30,L,1,left,1876,1,1
14,31,R,0,,8157,1,1
14,32,L,1,left,1836,1,1
14,33,L,1,right,5856,0,1
14,34,R,1,right,1806,1,1
14,35,L,1,left,1798,1,1
14,36,R,1,right,1776,1,1
14,37,R,1,right,1836,1,1
14,38,L,1,right,5467,1,1
14,39,L,0,,5786,1,1
14,40,L,0,,5717,1,1
14,41,R,0,,6818,1,1
14,42,R,1,left,4015,1,1
14,43,L,0,,5966,1,1
14,44,R,0,,5816,1,1
14,45,L,0,,5429,1,1
14,46,R,1,left,7976,0,1
14,47,L,1,left,1806,1,1
14,48,R,1,right,1763,1,1
14,49,L,1,right,6547,0,1
14,50,L,1,left,1772,1,1
14,51,L,0,,7367,1,1
14,52,R,0,,6317,1,1
14,53,R,1,left,6077,0,1
14,54,L,0,,7907,1,1
14,55,L,1,left,2005,1,1
14,56,L,1,left,1646,1,1
14,57,R,1,left,5956,0,1
14,58,L,0,,4187,1,1
14,59,L,0,,6507,1,1
14,60,L,0,,6192,1,1
14,61,R,1,right,1827,1,1
14,62,R,0,,7619,1,1
14,63,L,1,right,4627,0,1
14,64,R,1,left,5762,1,1
14,65,R,1,left,3646,1,1
14,66,R,0,,7547,1,1
14,67,L,1,right,7008,0,1
14,68,R,1,left,6437,1,1
14,69,R,1,right,2057,1,1
14,70,R,0,,10678,1,1
14,71,L,0,,10008,1,1
14,72,L,0,,11017,1,1
14,73,R,0,,6647,1,1
14,74,R,0,,10197,1,1
14,75,R,1,left,3446,1,1
14,76,R,1,left,5027,1,1
14,77,L,1,left,1937,1,1
14,78,L,1,right,8587,1,1
14,79,L,1,right,8597,0,1
14,80,L,1,left,2335,1,1
14,81,R,1,right,2176,1,1
14,82,L,1,left,1816,1,1
14,83,R,1,right,1697,1,1
14,84,R,0,,9316,1,1
14,85,L,0,,7956,1,1
14,86,L,0,,8918,1,1
14,87,L,1,right,3271,1,1
14,88,R,0,,8536,1,1
14,89,R,0,,8749,1,1
14,90,R,0,,8727,1,1
14,91,L,0,,7703,1,1
14,92,R,0,,6814,1,1
14,93,L,1,left,2026,1,1
14,94,R,0,,5968,1,1
14,95,R,0,,6226,1,1
14,96,L,0,,5657,1,1
14,97,R,0,,7786,1,1
14,98,R,1,left,5707,0,1
14,99,L,0,,5213,1,1
14,100,L,0,,6117,1,1
14,101,R,1,right,1856,1,1
14,102,L,1,right,4475,1,1
14,103,L,0,,9457,1,1
14,104,L,1,right,3246,1,1
14,105,L,1,right,8177,0,1
14,106,L,1,left,2506,1,1
14,107,L,1,right,5687,1,1
14,108,R,1,right,1697,1,1
14,109,L,0,,6487,1,1
14,110,L,1,left,2096,1,1
14,111,R,0,,6298,1,1
14,112,R,1,right,1698,1,1
14,113,R,1,left,6657,0,1
14,114,L,1,right,2797,1,1
14,115,R,0,,6727,1,1
14,116,R,1,left,3956,1,1
14,117,R,0,,4713,1,1
14,118,R,0,,5197,1,1
14,119,L,0,,5127,1,1
14,120,L,0,,5457,1,1
14,121,L,0,,6198,1,1
14,122,R,0,,5325,1,1
14,123,R,1,right,1856,1,1
14,124,R,0,,4946,1,1
14,125,L,1,right,6003,0,1
14,126,R,0,,5587,1,1
14,127,R,0,,5907,1,1
14,128,R,0,,7487,1,1
14,129,L,0,,5596,1,1
14,130,R,0,,6236,1,1
14,131,L,1,right,5367,1,1
14,132,R,0,,6587,1,1
14,133,L,0,,7256,1,1
14,134,R,1,right,1765,1,1
14,135,R,0,,5776,1,1
14,136,R,0,,5387,1,1
14,137,R,1,right,1636,1,1
14,138,R,0,,5096,1,1
14,139,R,0,,5321,1,1
14,140,R,1,right,6057,0,1
14,141,L,0,,7397,1,1
14,142,R,0,,8086,1,1
14,143,L,1,right,4678,1,1
14,144,L,0,,6216,1,1
14,145,L,0,,5707,1,1
14,146,R,1,left,4386,1,1
14,147,L,1,left,1767,1,1
14,148,L,1,left,1796,1,1
14,149,R,0,,6347,1,1
14,150,R,1,left,2976,1,1
14,151,L,1,left,2037,1,1
14,152,R,0,,5757,1,1
14,153,R,1,right,1672,1,1
14,154,R,0,,6037,1,1
14,155,L,1,right,4047,0,1
14,156,L,0,,5861,1,1
14,157,R,1,right,5506,1,1
14,158,R,0,,5477,1,1
14,159,L,0,,5756,1,1
14,160,L,0,,6267,1,1
15,1,L,0,,7854,1,1
15,2,L,1,right,6585,1,1
15,3,R,0,,5925,1,1
15,4,L,1,right,2245,1,1
15,5,R,0,,5173,1,1
15,6,L,0,,5494,1,1
15,7,R,1,left,4503,1,1
15,8,L,1,right,6204,1,1
15,9,R,0,,7736,1,1
15,10,L,0,,4684,1,1
15,11,L,0,,4754,1,1
15,12,R,0,,5305,1,1
15,13,L,1,left,2893,1,1
15,14,R,0,,6184,1,1
15,15,L,1,left,2032,1,1
15,16,R,1,left,2084,1,1
15,17,R,0,,5146,1,1
15,18,L,1,right,4742,0,1
15,19,L,0,,6424,1,1
15,20,R,0,,6523,1,1
15,21,L,1,right,4193,1,1
15,22,R,1,left,2774,1,1
15,23,R,0,,6605,1,1
15,24,L,1,left,2180,1,1
15,25,R,1,left,2514,1,1
15,26,L,0,,5404,1,1
15,27,R,1,left,2542,1,1
15,28,R,1,right,4214,0,1
15,29,L,0,,6260,1,1
15,30,R,0,,5234,1,1
15,31,R,1,right,2122,1,1
15,32,R,0,,4462,1,1
15,33,L,1,right,2704,1,1
15,34,R,1,right,1644,1,1
15,35,R,0,,5030,1,1
15,36,L,1,right,3617,1,1
15,37,L,0,,3413,1,1
15,38,R,0,,4273,1,1
15,39,L,1,left,1944,1,1
15,40,R,0,,3456,1,1
15,41,L,0,,4909,1,1
15,42,L,0,,5604,1,1
15,43,L,1,left,1993,1,1
15,44,L,1,right,3200,1,1
15,45,R,0,,5002,1,1
15,46,R,1,right,1614,1,1
15,47,R,1,right,1931,1,1
15,48,R,0,,4064,1,1
15,49,L,1,left,1803,1,1
15,50,R,1,left,3812,1,1
15,51,L,1,right,2253,1,1
15,52,L,1,right,3672,1,1
15,53,R,0,,5084,1,1
15,54,R,0,,3484,1,1
15,55,R,1,right,1618,1,1
15,56,R,0,,4001,1,1
15,57,L,0,,3382,1,1
15,58,R,1,right,1584,1,1
15,59,L,1,left,1835,1,1
15,60,L,1,left,1579,1,1
15,61,R,0,,1643,0,1
15,62,R,0,,3585,1,1
15,63,R,1,left,3674,1,1
15,64,R,0,,3730,1,1
15,65,R,1,right,3828,0,1
15,66,R,1,left,2669,1,1
15,67,L,1,left,1804,1,1
15,68,R,0,,1683,1,1
15,69,L,0,,4584,1,1
15,70,L,0,,5004,1,1
15,71,R,0,,5203,1,1
15,72,R,0,,4264,1,1
15,73,R,1,left,3753,0,1
15,74,L,0,,5284,1,1
15,75,L,1,left,2263,1,1
15,76,L,1,left,1894,1,1
15,77,L,1,left,1843,1,1
15,78,R,1,right,1691,1,1
15,79,L,1,right,6197,0,1
15,80,R,0,,5394,1,1
15,81,L,0,,4974,1,1
15,82,L,1,left,2676,1,1
15,83,R,0,,4614,1,1
15,84,L,1,right,4253,1,1
15,85,R,1,left,4626,0,1
15,86,L,1,left,1753,1,1
15,87,R,0,,1213,1,1
15,88,L,0,,7160,1,1
15,89,L,1,right,4104,1,1
15,90,R,1,left,2874,1,1
15,91,L,1,left,1692,1,1
15,92,L,0,,5617,1,1
15,93,R,0,,7815,1,1
15,94,L,1,right,2955,1,1
15,95,R,1,left,3475,1,1
15,96,L,1,left,1689,1,1
15,97,R,1,left,3413,1,1
15,98,R,1,left,2727,1,1
15,99,L,1,left,1533,1,1
15,100,R,0,,4446,1,1
15,101,L,1,right,2559,1,1
15,102,R,1,right,3971,1,1
15,103,R,1,right,2182,1,1
15,104,L,1,right,6493,1,1
15,105,R,0,,4572,1,1
15,106,L,1,left,1773,1,1
15,107,R,1,left,2882,1,1
15,108,R,1,left,2364,1,1
15,109,R,1,left,2473,1,1
15,110,L,0,,5324,1,1
15,111,R,1,left,3163,1,1
15,112,L,0,,2864,1,1
15,113,L,1,right,4344,1,1
15,114,L,0,,7171,1,1
15,115,R,0,,4364,1,1
15,116,L,0,,1047,1,1
15,117,L,0,,6033,1,1
15,118,L,1,left,1763,1,1
15,119,L,0,,5095,1,1
15,120,L,0,,3879,1,1
15,121,L,0,,3822,1,1
15,122,R,0,,5912,1,1
15,123,R,1,right,2312,1,1
15,124,R,1,right,1656,1,1
15,125,R,1,right,1712,1,1
15,126,L,1,right,2149,1,1
15,127,R,0,,4850,1,1
15,128,R,0,,4622,1,1
15,129,L,0,,3303,1,1
15,130,R,0,,3223,1,1
15,131,L,0,,5784,1,1
15,132,R,1,right,1694,1,1
15,133,R,0,,4415,1,1
15,134,L,1,right,3354,1,1
15,135,L,0,,3613,1,1
15,136,R,0,,4686,1,1
15,137,L,0,,4154,1,1
15,138,R,0,,4630,1,1
15,139,L,0,,746,1,1
15,140,R,1,left,2404,1,1
15,141,R,0,,4842,1,1
15,142,R,1,right,1633,1,1
15,143,L,0,,4393,1,1
15,144,R,1,right,1553,1,1
15,145,R,0,,4893,1,1
15,146,R,1,left,3794,1,1
15,147,R,1,right,1743,1,1
15,148,L,0,,3963,1,1
15,149,L,0,,3462,1,1
15,150,L,0,,4099,1,1
15,151,L,0,,2604,1,1
15,152,R,0,,3344,1,1
15,153,L,0,,3998,1,1
15,154,L,1,right,1833,1,1
15,155,L,1,right,1682,1,1
15,156,L,0,,2892,1,1
15,157,L,1,left,1633,1,1
15,158,R,0,,5606,1,1
15,159,R,1,right,1492,1,1
15,160,R,0,,4576,1,1
16,1,L,0,,10067,1,1
16,2,R,1,left,11016,1,1
16,3,R,0,,13687,1,1
16,4,R,0,,11835,1,1
16,5,L,1,left,8685,1,1
16,6,L,1,right,11796,1,1
16,7,L,1,left,2075,1,1
16,8,L,0,,12036,1,1
16,9,R,0,,13275,1,1
16,10,L,0,,16558,1,1
16,11,R,0,,16386,0,1
16,12,L,0,,17247,1,1
16,13,L,0,,17925,1,1
16,14,R,0,,23437,1,1
16,15,L,1,right,26346,0,1
16,16,R,1,left,25427,0,1
16,17,R,1,right,2453,1,1
16,18,R,0,,16657,1,1
16,19,L,0,,17516,1,1
16,20,L,1,left,2564,1,1
16,21,R,1,left,14080,1,1
16,22,L,1,right,16116,1,1
16,23,L,1,left,2454,1,1
16,24,L,1,left,2224,1,1
16,25,R,0,,17497,1,1
16,26,L,1,left,2044,1,1
16,27,R,0,,14857,1,1
16,28,R,1,left,19567,0,1
16,29,R,1,left,13555,1,1
16,30,L,0,,11139,0,1
16,31,R,0,,19957,1,1
16,32,L,0,,21507,1,1
16,33,R,0,,16955,1,1
16,34,R,0,,20947,1,1
16,35,R,1,left,15667,1,1
16,36,L,0,,22797,1,1
16,37,R,0,,23508,1,1
16,38,L,1,left,2505,1,1
16,39,L,1,right,6745,1,1
16,40,L,0,,21076,1,1
16,41,R,0,,15197,1,1
16,42,L,1,right,16327,0,1
16,43,R,0,,19748,1,1
16,44,R,0,,20595,1,1
16,45,R,0,,19277,1,1
16,46,L,1,right,22077,0,1
16,47,L,0,,19713,1,1
16,48,L,1,left,3344,1,1
16,49,L,1,right,7165,1,1
16,50,R,0,,13865,1,1
16,51,R,0,,13345,1,1
16,52,R,1,right,1985,1,1
16,53,L,1,right,18107,0,1
16,54,L,1,right,14524,0,1
16,55,R,1,right,2214,1,1
16,56,R,1,left,26024,0,1
16,57,R,0,,24147,1,1
16,58,R,1,right,1925,1,1
16,59,R,1,right,1694,1,1
16,60,L,0,,24887,1,1
16,61,R,1,left,3255,1,1
16,62,R,0,,19967,1,1
16,63,R,1,left,25208,0,1
16,64,L,0,,15786,1,1
16,65,R,1,right,1904,1,1
16,66,R,0,,16646,1,1
16,67,L,0,,14826,1,1
16,68,R,0,,19467,1,1
16,69,R,0,,17737,1,1
16,70,R,1,right,1934,1,1
16,71,L,1,right,12205,1,1
16,72,L,0,,20330,1,1
16,73,R,1,left,4325,1,1
16,74,R,0,,14357,1,1
16,75,L,1,left,2384,1,1
16,76,R,0,,15792,1,1
16,77,R,1,left,18037,0,1
16,78,R,1,right,1915,1,1
16,79,R,0,,11486,1,1
16,80,L,0,,15426,1,1
16,81,R,0,,15245,1,1
16,82,L,0,,14216,1,1
16,83,L,1,right,13951,0,1
16,84,L,1,left,1874,1,1
16,85,L,1,left,1753,1,1
16,86,R,1,right,2174,1,1
16,87,L,0,,15695,1,1
16,88,L,0,,14407,1,1
16,89,L,0,,16176,1,1
16,90,R,1,right,1953,1,1
16,91,R,1,right,1676,1,1
16,92,R,0,,16827,1,1
16,93,L,0,,17867,1,1
16,94,L,0,,15666,1,1
16,95,R,1,left,6865,1,1
16,96,R,1,left,5295,1,1
16,97,L,0,,18757,1,1
16,98,L,1,left,1824,1,1
16,99,R,1,right,17447,0,1
16,100,R,1,right,2956,1,1
16,101,R,1,right,1705,1,1
16,102,R,0,,16407,1,1
16,103,R,1,left,7356,1,1
16,104,L,1,left,2434,1,1
16,105,L,1,right,7575,1,1
16,106,L,1,left,5546,1,1
16,107,L,1,left,1775,1,1
16,108,L,0,,13906,1,1
16,109,L,1,right,6007,1,1
16,110,R,1,left,11455,1,1
16,111,R,0,,21757,1,1
16,112,R,1,left,3325,1,1
16,113,R,1,right,2025,1,1
16,114,R,0,,14306,1,1
16,115,L,1,left,1854,1,1
16,116,L,0,,19916,1,1
16,117,L,1,left,1804,1,1
16,118,L,1,right,3924,1,1
16,119,R,0,,16045,1,1
16,120,R,1,right,1715,1,1
16,121,L,1,right,17297,1,1
16,122,L,0,,14075,1,1
16,123,R,1,right,1713,1,1
16,124,R,0,,13296,1,1
16,125,L,0,,17057,1,1
16,126,R,1,left,8715,1,1
16,127,R,0,,14680,1,1
16,128,R,1,left,10367,1,1
16,129,R,0,,14546,1,1
16,130,R,0,,12095,1,1
16,131,L,0,,12809,1,1
16,132,R,0,,10536,1,1
16,133,L,1,right,5074,1,1
16,134,L,1,right,5683,1,1
16,135,R,1,right,2055,1,1
16,136,R,0,,11120,1,1
16,137,R,0,,13886,1,1
16,138,R,1,left,5384,1,1
16,139,L,1,left,1834,1,1
16,140,L,0,,13385,1,1
16,141,L,1,right,3170,1,1
16,142,L,0,,13276,1,1
16,143,L,1,right,3024,1,1
16,144,L,0,,11661,1,1
16,145,L,0,,8985,1,1
16,146,L,1,left,1785,1,1
16,147,R,1,right,1765,1,1
16,148,L,0,,10372,1,1
16,149,L,0,,11576,1,1
16,150,L,1,left,1854,1,1
16,151,L,0,,13956,1,1
16,152,R,0,,12416,1,1
16,153,L,0,,12206,1,1
16,154,R,0,,15276,1,1
16,155,L,0,,16375,1,1
16,156,L,1,right,12185,1,1
16,157,L,1,right,2434,1,1
16,158,R,0,,19957,1,1
16,159,R,0,,13046,1,1
